title,main_artist
Девочка,Владимир Пресняков
Через тысячу лет,Владимир Пресняков
Где ты,Владимир Пресняков
Ла-ла-лай,Владимир Пресняков
Чёрное море,Владимир Пресняков
Мой дом,Владимир Пресняков
Девчонки-куртизанки,Владимир Пресняков
Обманщица луна,Владимир Пресняков
Трамвай,Владимир Пресняков
Баллада о любви,Владимир Пресняков
Покинь меня,Владимир Пресняков
История одной любви,Владимир Пресняков
Жизнь без твоей любви,Владимир Пресняков
Дай мне слово,Владимир Пресняков
Серебряная река,Владимир Пресняков
Случайный вальс,Владимир Пресняков
Рыжий кот,Владимир Пресняков
Чарли Чаплин,Владимир Пресняков
Джинн,Владимир Пресняков
Разноцветный город,Владимир Пресняков
Змея,Владимир Пресняков
Дождёмся завтрашнего дня,Владимир Пресняков
"Папа, ты сам был таким",Владимир Пресняков
По кругу,Владимир Пресняков
Окна,Владимир Пресняков
Девчонки-куртизанки,Владимир Пресняков
Девчонка,Владимир Пресняков
Серебряная река,Владимир Пресняков
Покинь меня,Владимир Пресняков
Любовь,Владимир Пресняков
Обманщица луна,Владимир Пресняков
Баллада о любви,Владимир Пресняков
Случайный вальс,Владимир Пресняков
Бублички,Владимир Пресняков
Жанна,Владимир Пресняков
Интро,Александр Маршал
Друг,Алексей Глызин
На краю земли,Анжелика Маркова
Это осень,Любаша
Виват! Шурави! (Бача),Александр Маршал
Севастополь,Александр Маршал
Медаль,Александр Маршал
Резня,Александр Маршал
Держись Алёша,Александр Маршал
Рота,Александр Маршал
Горячие точки,Александр Маршал
"Эх, вернуться бы мне домой",Александр Маршал
Вожак,Александр Маршал
Уходят близкие,Александр Маршал
Высота,Александр Маршал
Ротный,Александр Маршал
Сука,Александр Маршал
Срочник,Александр Маршал
Седьмой батальон,Александр Маршал
Солдаты неба,Александр Маршал
Не забыть,Александр Маршал
Летят журавли...,Александр Маршал
Первый бой,Александр Маршал
Мироточит небо,Александр Маршал
Письмо домой,Александр Маршал
С Днём Победы,Александр Маршал
Севастополь,Александр Маршал
"Держись, Алёша",Александр Маршал
"Эх, вернуться бы мне домой",Александр Маршал
Горячие точки,Александр Маршал
Высота,Александр Маршал
Назову тебя облаком,Вячеслав Быков
Мой дом,Вячеслав Быков
Туман,Вячеслав Быков
Пусть зима станет летом,Вячеслав Быков
"Там, где ты",Вячеслав Быков
Полночный экспресс,Вячеслав Быков
Я вернусь генералом,Вячеслав Быков
Где кончается ночь,Вячеслав Быков
